# origin	format	category	title	description	source_url
layers	shot		📐 Break the Grid: Designing Flow over Friction | Creative UX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/57092688-fbd1-462c-b88d-272cca87bdc1--5.png
layers	shot		📐 Break the Grid: Designing Flow over Friction | Creative UX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3144053a-ae67-43b2-ab5d-ec3ea62d2303--6.png
layers	shot		Autumn - CRM Dashboard - Homepage	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c5839705-5c34-4fb6-8850-ddd351021a27--Preview-Autumn-Dashboard.mp4
layers	shot		✦ Coinnect - Financial Component - Motion		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/14daf42e-7ce9-4fee-9ec7-2f13792c3501--original-4a66a4fa2137b2ba3817ef5ed0553e87.mp4
layers	shot		Household & Interiors - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4a8737ec-ee6a-44a0-b31f-5a715b7170fa--Household-Interiors-Uxercon-Preview-Dribbble-1.jpg
layers	shot		Dogoto - B2B SaaS Sales & Marketing Dashboard Explainer Video	Hi Dribbble, Dogoto an innovator in the world of ride-hailing that combines convenience, speed and technology to create an exceptional travel experience. Dogoto is here to change the way you work, vacation or simply explore the city. Our mission is to provide efficient, reliable and competitive ride-hailing solutions. We believe that everyone deserves easy and safe access to modern transportation, and that's why we are constantly innovating to meet the diverse needs of our customers. Design crafted by Fahreza and Ukky. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5909b101-8bf3-4155-ad96-7a2ca33124df--Dogoto_-_Ads_-Dribble-_2026-06-11_16-50.mp4
layers	shot		Trailux - AI Observability Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/620760b3-88cc-4e9c-b969-1c68a8607d3c--trailux-1.jpg
layers	shot		Day 94 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5a370f2e-ce3a-44f2-b9bb-edefd22cbe4b--2026-jul-9-daily-ui.jpg
layers	shot		📊 Centralized CRM & AI Platform — SaaS Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c7e76289-1cf9-4530-a532-21aeb1fd6031--5.png
layers	shot		📊 Centralized CRM & AI Platform — SaaS Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4fc5a5a1-fc98-49bc-91e2-76df769de2a0--6.png
layers	shot		🍊 AI Agent Platform — High-Conversion Hero UI & Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c888ceeb-4496-462f-ad43-163d2b8975c1--5.png
layers	shot		🍊 AI Agent Platform — High-Conversion Hero UI & Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/febd0df6-6976-413a-8272-2fc4f47b3075--6.png
layers	shot		11		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7389b6e9-cd6b-4891-bac4-0463fb9374c2--11.mp4
layers	shot		Eternal - Hero animation		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/398cd0fe-cb3d-428d-8b2d-02f53fc834ee--0Scene-1-online-video-cutter-com-.mp4
layers	shot		🤝 Unified Team Workspace — Collaborative Platform UIUX Design | Landing Page Design & Development in Framer	🤝 Unified Team Workspace — Collaborative Platform UIUX Design | Landing Page Design & Development in Framer Like what you see? We are available for new Projects! Hire us on https://airzon.agency/ OR Contra https://contra.com/airzon_agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/92b89826-64e2-4730-9857-b7e4cb61f0de--5.png
layers	shot		🤝 Unified Team Workspace — Collaborative Platform UIUX Design | Landing Page Design & Development in Framer	🤝 Unified Team Workspace — Collaborative Platform UIUX Design | Landing Page Design & Development in Framer Like what you see? We are available for new Projects! Hire us on https://airzon.agency/ OR Contra https://contra.com/airzon_agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/790a4b9c-8db2-4b3a-ac00-406cf5fd05dc--6.png
layers	shot		Codelab - AI Development Platform - Homepage	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/963c8f61-31e7-496d-bd55-86d0f302f21e--Codelab-Home.mp4
layers	shot		Ride-Hailing App: Driver Selection & Map Tracking		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a7c56571-e6b1-4c2b-95e6-383c5f773fa6--gg.mp4
layers	shot		Modal		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b36d3624-1b3a-4985-a5d1-f0aa2cda0c6e--85.png
layers	shot		Sign Up Flow		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d5d1f9e6-6634-4554-81b2-c7b1246f573d--2026-07-09-02-40-19.mp4
layers	shot		SaaS Dashboard Workflow		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ea3fd4c1-c190-4006-b7e7-5bf65b0a5464--2026-05-18-21-28-39.mp4
layers	shot		Luxury E-Commerce: High-Fidelity Interaction Concept	Exploring responsive states and custom easing curves for a high-end mobile retail flow. Rate this interaction from 1-10?	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/89fda409-a16c-41ac-a2b0-60821a77b8de--2026-07-05-01-12-21.mp4
layers	shot		Kuroishi // 01		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/234d4172-55ad-441c-a66b-6541418462e3--a1.png
layers	shot		Kuroishi // 02		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0a38f0a6-7c39-48aa-8030-c65fae93e4a3--a2.png
layers	shot		Kuroishi // 03		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/fb41dcba-fc36-4e8d-92fd-4f37e364af60--a3.png
layers	shot		Kuroishi // 04		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/54947a02-769d-4afc-9699-079e6efeb199--a4.png
layers	shot		Kuroishi // 05		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/732ef842-0181-496c-908d-79f184029e92--a5.png
layers	shot		✦ Coinnect - Financial Component		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a8b89b43-e6f3-47ac-9f1d-02069f5e1a2e--original-5df9b73e526f77ce9ee78b5c6f946f35.webp
layers	shot		index music player icon		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9fd2071b-a83e-412c-961a-e7eaa45e0ba6--index_music_player_icon.png
layers	shot		Remind me	Been exploring a command menu for common actions beyond navigation. This concept lets you quickly set reminders without leaving the keyboard, with natural language shortcuts and sensible defaults for the most common times. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/04f40a84-86c3-469d-95a1-fd56053577f2--command-menus-78a.jpg
layers	shot		AI Finance Tracker App	Finance Tracker app with an AI agent that turns your spending into clear, actionable insights. From balance trends to personalized recommendations, everything is designed to make managing money feel effortless.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c3ac43be-7231-4337-a0d0-3164eea6b493--x-and-layers.mp4
layers	shot		AI transfer flow	AI transfer flow in a fintech app #darkmode	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5b60b774-1287-4196-b3d4-1ae53f1bf5ad--Design-3.jpg
layers	shot		Design 4		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b0ea4f84-a0f1-40b2-994d-c6fd3587c61a--Design-4.jpg
layers	shot		AI transfer flow	AI transfer flow in a fintech app #lightmode	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2b1c3e9b-3050-4c60-a1b6-712a40f001fa--Design-1.jpg
layers	shot		Design 2		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/eb84a04f-10fc-42ee-8a49-54f6e7908b17--Design-2.jpg
layers	shot		Onboarding 1.0		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b575b357-8df5-4b11-ae7f-bfc2be1f82f3--Onboarding.mp4
layers	shot		Checkbox & Radio Components	Explore the Checkbox and Radio component system from the MGC UI Kit for Figma — a clean, scalable selection component library for modern product interfaces.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/21a96395-ad41-43a4-a438-42a1ed355b11--Checkbox-16-9-compress.mp4
layers	shot		AI Customer Support Chatbot Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5dd2297a-fc14-49e1-94eb-eb5ced042600--23-2-.png
layers	shot		1		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d1d86e15-5c83-490e-9a7e-c90b4021beb8--1.mp4
layers	shot		Spindice - SaaS Business - Integration	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3440051b-51a3-4363-81ae-12a0376e130a--Spindice-Integrations-Page.mp4
layers	shot		Film & Video - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a519f322-f6dc-4262-b25d-900c1e73b8ea--Film-Video-Uxercon-Preview-Dribbble.jpg
layers	shot		Cubicle - Biotechology Landing Page	Hello everyone! 👋 This is my exploration of a Biotech SaaS landing page. A platform built for scientists and research teams who need to manage experiments, track progress, and collaborate. Wanted to challenge myself designing for a more technical and niche industry. Does the layout feel trustworthy enough for the space? Drop your thoughts below! 👇 Design crafted by Sulthon and Nenden. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/56612ea9-af9c-42a7-85c3-b30c1ccbd7f6--Cubicle_-_Landing_Page.mp4
layers	shot		Bloom -  CRM Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/233d7759-4e3a-4434-884c-83b1ab51d75d--bloom-1.jpg
layers	shot		Appstore screenshots designs	A premium App Store presence is more than beautiful screens—it's your product's first impression. For Famturf, we crafted a clean, modern App Store gallery that communicates value in seconds, combining strategic messaging, refined visuals, and a conversion-focused layout to help the product stand out. Every screenshot is designed to tell a story, reinforce the brand, and guide users toward downloading the app. Looking for a design and development partner to bring your startup to life? At DesignDash Studio, we help founders turn ideas into polished digital products that launch faster, scale confidently, and create lasting user experiences. From MVPs to production-ready platforms, we partner with startups to design products that users love and businesses grow with. Our expertise • UI & UX Design • Mobile App Design • Landing Pages & Marketing Websites • Product Strategy & UX Audits • Web Design & Development • App Design & Development • Design Systems & Prototyping Why founders choose us We're a four-person design and development studio focused on building modern digital products for startups and ambitious businesses. Our work is centered around: • User-first experiences that drive engagement and conversions • Beautiful, scalable, and developer-friendly design systems • Fast, reliable development that reduces time to market • Seamless collaboration from strategy and design to launch • Expertise across Figma, React, Framer, Webflow, and modern web technologies Whether you're validating an idea, building your MVP, redesigning your product, or preparing for launch, we're here to help every step of the way. Available for new startup projects and long-term partnerships.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/26f9ec7a-b2dd-4bc3-9bb0-a2651a526e9e--Frame-6742.png
layers	shot		Day 93 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c48dd9a3-ae3f-48f8-bd04-6e8b17c3583c--daily-ui-day-93.jpg
layers	shot		Padeli – Padel Court Booking App	Booking a padel court often relies on outdated, manual systems and confusing, text-heavy interfaces. Padeli solves this by providing a clean, modern landing page featuring an intuitive, highly visual booking flow. Users can now seamlessly check available time slots, select locations, and book their sessions in just a few clicks.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/862734aa-7a71-436a-b076-afe1571edd3a--MobileMotion.mp4
layers	shot		Latticore - Web3 Infrastructure Platform - Homepage	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4c4c290b-c1fd-4e86-bcae-9ab0ec076415--Latticore-Homepage.mp4
layers	shot		Account menu	Small details and polishing some of the less glamorous parts of a product. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6fbaebff-560d-4aef-9a6a-3b2cdb863246--sidebar-navigation-96a.jpg
layers	shot		matchaa		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/82045be6-154a-4900-937c-08ac6c39be23--matchaa.mp4
layers	shot		Mental Health App - Achievements Screen	An achievements screen for a mental health and wellness app. Built for a mental health & habit-tracking app where the goal is making people feel seen, one small win at a time 🌱	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5c78d838-7e37-401d-9551-9204a68d6cfc--achivki-layers.mp4
layers	shot		10+ ShadCN Checkbox Examples to Build Better Web Apps	These reusable checkbox components help developers build cleaner forms, settings pages, task managers, permissions, and onboarding experiences with React and Next.js.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4cb39d82-e9ee-438f-8b42-cb400fee25d7--CheckBox-YTD-2.mp4
layers	shot		Kuroishi // 06		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9ea2dd9b-9944-4d94-9d1a-422cc27f8382--a3.png
layers	shot		fitpic folder visual		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/592c94ae-7d72-47f3-87d8-917c9919625c--fitpic.png
layers	shot		Fitpic mobile app design	postfitpic.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/85f1f2de-32c0-471b-9ac8-a59c0a161e50--Frame-2095586904-11-.png
layers	shot		Fitpic mobile app design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/be07409a-5a60-492e-8669-98053a3578bf--Frame-2095587057.png
layers	shot		L'Auditori is Barcelona's leading concert hall	It's one of Catalonia's key cultural institutions — which is exactly why the homepage's first screen needs to instantly convey scale, quality, and a sense of something new happening.wikipedia	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/65bf9da9-cbc8-4864-abee-3169c7cc7fd9--video2.mp4
layers	shot		USo department		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9238694c-c1c9-49d1-9420-b954c6b93c2b--USo-department.png
layers	shot		Fitpic moodboard creator		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b26ddcb1-b9c1-459e-bc85-4d9b5cca4f4a--Screenshot-2026-05-27-at-00-17-39-Fitpic-post-the-fit-tag-the-pieces-share-the-source.png
layers	shot		Fitpic mix and match board		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/bc2c4ece-b97e-4386-b0d1-789b5d8f23e3--fitpic-mix-match-board-5-.png
layers	shot		fitpic poster		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ea15fddc-d39d-40fc-b8e6-7786d472f6a5--Instagram-post-29.png
layers	shot		FItpic poster		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5120d27b-4ccd-40a1-ba28-04b5528f161a--Instagram-post-36.png
layers	shot		AI Powered HR Software Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b3d29417-77a1-4c15-a1a8-9b2158a18938--18.png
layers	shot		Whizzy - AI Agent Platform - UX Highlight	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d8c385d9-1b1e-421d-9485-8a45de7d6a2e--Whizzy-Home-Text-UX-Highlight-1-.mp4
layers	shot		Serotoninn Ecommerce Website // Case Study_Vol.3.0	Today, we’re pulling back the curtain on the core of the shop: the All Items and product pages. E-commerce can get pretty predictable, so we challenged ourselves to make browsing through clothes feel just as exciting as flipping through a high-end fashion magazine. No boring grids, just pure visual joy. Oh, and we’re also showing off the 404 page! We figured that if you happen to get lost on the site, the least we could do is give you something beautiful to look at. We turned a digital dead-end into a fun, stylized statement because we believe every single corner of a website deserves a little love. We really wanted to create an online space that feels alive, and we're so proud of how it all came together.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/739f1e08-9b28-47fe-bedd-4b8285cafc15--Dribbble-3-1.mp4
layers	shot		Emojis - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a5781c07-4886-44d7-aa61-aae850640c15--Emojis-Uxercon-Preview-Dribbble-1.jpg
layers	shot		Liberix - AI Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/17db6d4f-03d9-4255-9dd9-b2a2ded1a5bc--liberix-1.jpg
layers	shot		Lynqet - Supply Chain Authentication Page	Hi Dribbble! 👋 You’ve reached a page that doesn’t exist, but we’ll help you get back on track to where your supply chain stays connected and under control. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0b6a710b-69a3-4666-b352-fb8a2eeefbf4--Lynqet-Landing-Page-2026-06-30-16-53-2.mp4
layers	shot		Day 92 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8e1f95c6-1fc1-4fb1-b622-577c0d34cf5d--daily-ui-2026-jul-7.jpg
layers	shot		Finance Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f35b0624-b556-4e1d-be9b-2101daf196b6--3Finance-Dashboard.png
layers	shot		Spindice - SaaS Business - Pricing Page	Are you looking for a design partner? Let’s catch up! barly.design	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6eb01c51-4f02-4855-9528-67f6a8655cf4--Spindice-Pricing-Page.mp4
layers	shot		live-shopping-mobile-app-	A modern Live Shopping mobile app UI design built for interactive online shopping experiences. The interface features live product streaming, real-time audience engagement, instant purchasing, product recommendations, and a seamless checkout flow designed to increase customer engagement and conversions.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c14f68fa-ae7f-4aab-a8f2-d013a3edf4c3--live-shopping-mobile-app-.png
layers	shot		Traveleza - Boutique Hotel & Oasis Brand	Traveleza is a resort brand that aims to provide luxurious and memorable travel experiences for its customers. The brand focuses on offering exceptional hospitality, stunning locations, and top-notch amenities	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/67d5c089-2fe1-4d8e-9b7d-3dd878db27e5--traveleza.png
layers	shot		Ethereal- Epiphany Luxury Jewelry Brand	Ethereal Epiphany is a luxury jewelry brand that embodies elegance, sophistication, and timeless beauty. The brand aims to create exquisite, handcrafted jewelry pieces that evoke a sense of wonder and awe.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/adc4c154-016c-426d-9dcb-6f6d7f7c3b04--ethereal_epiphany.png
layers	shot		Buttermilk- Playful Indian Beverage Brand	Buttermix is a brand that specializes in selling Indian traditional beverages. The brand aims to offer a wide variety of authentic and high-quality beverages that celebrate the rich flavors and cultural heritage of India.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/730f98dc-7d68-448b-a5f9-4d0d4a45ee3f--butter_mix.png
layers	shot		Dpivenda - Testimonials		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/053413e2-c058-4e38-a337-4e54d87a3c3a--original-997bde694cdbb4051ae287974f24cb63.webp
layers	shot		Dpivenda - CTA		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0197d9b4-b8c3-48b4-b62c-5abb59a563ba--original-9d3f03996c70a435e8159a0446cd5686.webp
layers	shot		Landing page header	Clean, effective, and high-converting landing page for a SaaS product. The use of painting backgrounds add a touch of personality and warmness. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/68a8e85e-51e5-43c9-8dfb-95b88af336b9--landing-page-69a.jpg
layers	shot		Switching tabs fun		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5457885b-f663-490b-bb34-e6af05bf4dc7--Tabs-2.mp4
layers	shot		Hashvatar icons		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cced219a-4731-4d43-b803-25aac1d8c052--hashvatar-01.png
layers	shot		AI Powered LMS Landing Page Framer Design & Development		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/81d186cd-eabd-4062-bc71-fcc8c3a61bce--Frame-1379-1-.png
layers	shot		🛡️ Threat Detection & Risk Management Dark Bento Feature Layout	🛡️ Threat Detection & Risk Management Dark Bento Feature Layout Work with us https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e9f722a5-dec1-43fe-97f8-cbe23bc01fe6--5.png
layers	shot		🛡️ Threat Detection & Risk Management Dark Bento Feature Layout	🛡️ Threat Detection & Risk Management Dark Bento Feature Layout Work with us https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4c82cbd9-ce77-47a5-9946-6b6b84806d22--6.png
layers	shot		🔄 Workflow Automation Feature Grid — SaaS Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/695678aa-4ea1-482b-9358-61bc83f2480a--5.png
layers	shot		🔄 Workflow Automation Feature Grid — SaaS Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cef2f905-e3e6-4380-9410-7460b21fc20a--6.png
layers	shot		📈 Elite Banking Performance — FinTech Feature Grid UIUX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/711132b8-f659-43e8-9204-faeced0d983b--5.png
layers	shot		📈 Elite Banking Performance — FinTech Feature Grid UIUX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/75492977-76d3-4f72-92cb-096aac09945b--6.png
layers	shot		Sevora - about page	live: framer.link/bFVcS5o	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b66fe130-0a5b-4a1e-9314-bbf13c352068--Sevora-2.jpg
layers	shot		Omnira - hero section	live: framer.link/CbYHTaR	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6509ee10-48e3-4108-826d-bccf8e96d3b9--1xOmnira.jpg
layers	shot		📊 Visual Performance Insights — Core Features UI | Website	📊 Visual Performance Insights — Core Features UI | Website Like what you see? Let us do the same for you! Hire us - https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9ec265fc-1104-4f97-bf96-ff302bc9d534--5.png
layers	shot		📊 Visual Performance Insights — Core Features UI | Website	📊 Visual Performance Insights — Core Features UI | Website Like what you see? Let us do the same for you! Hire us - https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/64bb8f78-dd7c-4e87-a29a-f5801d615743--6.png
layers	shot		🌐 Distributed Workspace Features — Dark Mode UI Concept		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2fe8c0fd-4816-4147-a0dc-33fbaa1f246b--5.png
layers	shot		🌐 Distributed Workspace Features — Dark Mode UI Concept		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6c43f872-524e-4bf3-ab73-551e9ae81055--6.png
layers	shot		🧠 Intelligent Automation Feature Grid — SaaS Landing Page UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f9013341-aad6-4394-919a-4927e4049365--5.png
layers	shot		🧠 Intelligent Automation Feature Grid — SaaS Landing Page UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cb4a5635-5575-4e95-bee3-0fc3d8d39b26--6.png
layers	shot		Day 91 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d8d9b92c-5ade-4b0c-ba10-ecc9d86493c7--daily-ui-2026-07-06-day-91.jpg
layers	shot		Dpivenda - Feature		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/fe7bda28-ebb8-4df6-bd9c-2ebf4b1c90a6--original-9d84d7cac46ba840dda42dc21b08ad06.webp
layers	shot		Dpivenda - Features		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/db1e2011-beab-4d45-a187-7253fae72e88--original-4ce9106377899c44fdb8a8d90676585e.webp
layers	shot		What Modern Depression Treatment Can Look Like | Spravato® Care insights from Marpa Minds	Explore how modern mental health treatment is evolving through Spravato® esketamine therapy and ketamine-assisted care at Marpa Minds. Serving patients across White Plains, Suffern, Westchester County, and nearby Rockland County, Marpa Minds provides medically supervised, evidence-based support for adults navigating treatment-resistant depression in a calm, patient-focused clinical environment. This video offers insight into the experience, setting, and modern approach behind today’s breakthrough depression treatment options.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/1c06432e-4afd-4227-ab5b-ead26bd4fac7--spravato.mp4
layers	shot		Dashboard 03	I still think good dashboards are about clarity, not complexity. One of my favorite blocks from Intent UI Design.  Live on dahsboard 03 https://design.intentui.com/blocks/applications/dashboard	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2f93cdf3-c85b-4e16-9f7f-a5dcdd900e66--CleanShot-2026-07-06-at-16-02-13-2x.png
layers	shot		⚡ Developer Ecosystem Section — Dark Mode UI Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8697ba7c-d727-42c3-b2ca-d0d488ed7cee--5.png
layers	shot		⚡ Developer Ecosystem Section — Dark Mode UI Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/ac62c2d7-90dd-4127-9b92-df77e5aa8128--6.png
layers	shot		🛡️ Enterprise FinTech Feature Section — AI Platform UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3550bdb3-b191-4f41-83c9-50e7a1bbd373--5.png
layers	shot		🛡️ Enterprise FinTech Feature Section — AI Platform UI		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9c204c76-5d31-41c8-aa51-82f03b343b4e--6.png
layers	shot		Education - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/e27f8cca-9cf8-4a24-aedc-89498504bed1--Education-Uxercon-Preview-Dribbble-1.jpg
layers	shot		Selxr - Recruitment Intelligence Platform Pitch Deck	Hello 👋 Selxr is a conceptual Recruitment Intelligence Platform designed to transform how companies discover and evaluate talent. By combining AI-driven insights, candidate analysis, and smart recommendations, Selxr helps hiring teams reduce friction, improve visibility, and make better hiring decisions.This project explores a modern approach to recruitment where data, intelligence, and decision-making work together in one seamless experience. Design crafted by Iffan. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/22e21334-ceb0-41af-800a-4b513663bbcd--Selxr-Anm_-1-.mp4
layers	shot		🌟 Personal Growth & Lifestyle Platform — Dark UI/UX | Figma		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/358846ca-b829-43df-a9a4-19a72c7b7021--5.png
layers	shot		🌟 Personal Growth & Lifestyle Platform — Dark UI/UX | Figma		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/135294a1-0566-4c6d-8e54-8ff0fa665668--6.png
layers	shot		🌟 Personal Growth & Lifestyle Platform — Dark UI/UX | Figma		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/358846ca-b829-43df-a9a4-19a72c7b7021--5.png
layers	shot		Kivo -  AI Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a68edf60-e94c-46a6-8abd-37befaa13ac7--kivo-1.jpg
layers	shot		Millennium bcp Iteration		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0a6623c9-8809-4b91-af84-1182ecb78069--UI-Collection-10.jpg
layers	shot		UI Collection - 08		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/44c336bc-75c8-4c61-8989-0d1721355eb1--UI-Collection-08.jpg
layers	shot		UI Collection - 05		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/6068e11e-59ad-47dc-a7c6-000080a3653d--UI-Collection-05.jpg
layers	shot		Testimonials Section Iteration		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/2936b576-db5a-488b-b9f6-5f21db4172ea--P5.png
layers	shot		Iconset Exploration		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4f711081-3ca6-47cd-b14c-2e11455d56a4--UI-Collection-14.jpg
